company_name,contact_name,email,phone,country,lanes,fmc_id,trade_name,license_number,city,state,zip,street,carrier_type,qi_title,renewal_date,fax
TRANSPORT ET CONSEIL EN LOGISTIQUE (TCL),,,,MOROCCO,,022995,,,20300 CASABLANCA,,,"353, BOULEVARD MEDV 5, ESPACE DRISS ETG 7",NVOCC,,2029-01-10,
MAURICE WARD & CO. S.R.O.,,,,CZECH REPUBLIC,,022996,,,STREDOKLUKY,,,KNEZEVES 185 252 68 PRAHA-ZAPAD,NVOCC,,2028-11-20,
"SHANGHAI ZEBRA LOGISTICS CO., LTD.",,,,CHINA,,022997,"ZEBRA LOGISTICS CO., LTD.",,SHANGHAI,,,"ROOM 303, CHUANGYE BUILDING NO. 33 SICHUAN ROAD (MIDDLE)",NVOCC,,2028-09-24,
"YUSEN LOGISTICS CO., LTD.",,,,JAPAN,,023000,YUSEN LOGISTICS,,TOKYO 140-0002,,,"SUMITOMO FUDOSAN SHINAGAWA BUILDING 4-10-27, HIGASHI SHINAGAWA, SHINAGAWA-KU",NVOCC,,2029-02-06,
"QINGDAO JET MARINE LOGISTICS CO., LTD.",,,,CHINA,,023001,,,QINGDAO 266001,,,"16/F., SHANDONG INTERNATIONAL TRADE MANSION NO. 51 TAIPING ROAD, SHANDONG PROVINCE",NVOCC,,2028-09-26,
CGL FLYING FISH LOGISTICS (SHANGHAI) LTD.,,,,CHINA,,023015,,,SHANGHAI,,,"ROOM 13A08, HUICHANG INTERNATIONAL PLAZA NO. 275-8, EAST GUODING ROAD, YANGPU DISTRICT",NVOCC,,2028-08-23,
"TIJ FREIGHT SERVICES CO., LTD.",,,,CHINA,,023016,,,SHANGHAI  200070,,,"ROOM 1902, HENG HUI BUILDING NO. 568, HENGFENG ROAD",NVOCC,,2028-08-26,
ARCHER LOGISTICS USA LLC,PAPE NDOYE,,(646) 239-4445,UNITED STATES,,023020,,023020,WEST NEW YORK,NJ,07093,6051 KENNEDY BOULEVARD EAST PH B,NVOCC,MEMBER,2026-10-31,(201) 442-0458
BISON INTERNATIONAL INC.,DONNA TSAI,,(630)800-4744,UNITED STATES,,023021,,023021,NAPERVILLE,IL,60565,1323 CREIGHTON AVE,NVOCC,PRESIDENT/CEO/DIRECTOR,2029-01-31,(630) 982-4818
ENLOG STRATEGIC SERVICES LLC,MARK CAMPBELL,,(281) 789-6800,UNITED STATES,,023023,ALARA LOGISTICS,023023,HUMBLE,TX,77338,19245 KENSWICK DRIVE SUITE 900,NVOCC + FF,CHIEF OPERATING OFFICER,2029-03-31,(888) 897-3807
VAN DER HELM-HUDIG ROTTERDAM B.V.,ARIE  VAN DER GIESSEN,,,NETHERLANDS,,023024,VAN DER HELM-LINES,,DEN HOORN 2635 BT,,,HARNASCHDREEF 12,NVOCC,MANAGER EXPORT,2026-04-30,
DANGEROUS & DRY CARGO S.A.,,,,CHILE,,023026,DYD CARGO S.A.,,SANTIAGO,,,"AVE.AMERICO VESPUCIO 1309 OFICINA 501, PUDAHUEL",NVOCC,,2028-09-23,
TMT LOGISTICS PVT. LTD.,,,,INDIA,,023027,,,NEW DEHLI  110037,,,"T-5, 506, NEW BYPASS ROAD MAHIPALPUR EXTN",NVOCC,,2027-10-21,
"MOVAGE, INC.",BAJO VUJOVIC,,(718) 292-7000,UNITED STATES,,023028,MOVAGE INTERNATIONAL,023028,BRONX,NY,10454,135 LINCOLN AVENUE,NVOCC,DIRECTOR/PRESIDENT/TREASURER,2029-08-31,(718) 292-7002
"SPECIALTY FREIGHT SERVICES, INC.",LORRAINE BUCHANAN,,(610) 521-7650,UNITED STATES,,023029,,023029,ESSINGTON,PA,19029,1 POULSON AVENUE,NVOCC + FF,SECRETARY,2029-09-30,(760) 521-7655
"FAIR DEAL SHIPPING, INC.",MOHAMMED SIDDIQUEE,,(718) 917-9158,UNITED STATES,,023037,,023037,JAMAICA,NY,11434,"167-43, 148TH AVENUE # 200",NVOCC,PRESIDENT/TREASURER,2029-07-31,(718) 917-9159
"PEGASUS WORLDWIDE LOGISTICS, INC.",RAYMOND CHOY,,(310) 868-5888,UNITED STATES,,023040,,023040,CITY OF INDUSTRY,CA,91746,13181 CROSSROADS PKWY N SUITE 200,NVOCC,SECRETARY/TREASURER/VICE PRESIDENT/DIRECTOR,2027-10-31,(310) 635-8899
AMC TRANSPORTATION INC.,IRENE HO,,(833) 326-2872,UNITED STATES,,023041,,023041,DIAMOND BAR,CA,91765,20955 PATHFINDER ROAD SUITE 230,NVOCC,"PRESIDENT, CFO, AND SECRETARY",2027-01-31,(833) 326-2873
"OUTER SEAWAYS, INC.",,,(215) 732-0609,UNITED STATES,,023043,,023043,PHILADELPHIA,PA,19107,1315 WALNUT STREET SUITE 1005,NVOCC + FF,,2027-03-31,(215) 732-0639
"BRITISH AMERICAN SHIPPING, LLC",PAUL SNELL,,(562) 316-1212,UNITED STATES,,023047,,023047,HUNTINGTON BEACH,CA,92649,16400 PACIFIC COAST HIGHWAY SUITE 215,NVOCC + FF,CEO,2027-07-31,
"TIMISSION INTERNATIONAL TRANSPORTATION CO., LTD.",,,,CHINA,,023050,,,SHANGHAI 200032,,,"UNIT 5B15, NO.107, SOUTH 2ND ZHONGSHAN ROAD",NVOCC,,2028-08-19,
INTERNATIONAL SHIPPING LINES INCORPORATED,KAMRAN SHAIKH,,(773) 969-2581,CANADA,,023061,,023061,"NORTH YORK, ON MC3 2H4",,,64 PRINCE ANDREW PLACE UNIT 1,NVOCC,PRESIDENT,2027-01-31,
CANEI GROUP CORPORATION,GRAZIELLA LOBATO,,(305) 749-9135,UNITED STATES,,023064,KAIZEN WORLD FREIGHT,023064,MIAMI,FL,33166,7020 NW 50TH STREET,NVOCC + FF,DIRECTOR,2027-04-30,(305) 749-9136
"SIPG LOGISTICS CO., LTD.",,,,CHINA,,023066,,,SHANGHAI,,,"ROOM 301, THE GULF MANSION NO. 53 HUANGPU ROAD",NVOCC,,2028-10-11,
"DONGSUE CONSOL CO., LTD.",,,,"KOREA, SOUTH",,023067,,,BUSAN,,,"1501, EUNSAN BLDG 65, HAEGWAN-RO, JUNG-GU",NVOCC,,2028-10-09,
"CAPITO ENTERPRISES, INC.",RIZALINA CAPITO,,(847) 669-1136,UNITED STATES,,023069,,023069,ELGIN,IL,60123,675 TOLLGATE ROAD SUITE K,NVOCC + FF,PRESIDENT/TREASURER,2027-09-30,(847) 659-8662
GOSSELIN SUISSE SA,,,,SWITZERLAND,,023072,NORTH ATLANTIC SERVICES,,BOSINGEN 3178,,,AURIEDSTRASSE 68,NVOCC,,2029-02-06,
"RH SHIPPING & CHARTERING (USA), LLC",RUDOLF HESS,,(832) 431-8121,UNITED STATES,,023076,,023076,HOUSTON,TX,77060,400 N. SAM HOUSTON PKWY EAST SUITE 1010,NVOCC + FF,MANAGER/PRESIDENT,2028-06-30,
"AMERICARGO EXPRESS, INC.",APPLICATION SUBMITTED REPLACEMENT REQUIRED,,(305) 436-1408,UNITED STATES,,023077,FIDELITY CARGO GROUP,023077,DORAL,FL,33178,3650 NW 115TH AVE,NVOCC + FF,,2028-07-31,
"AMERICAN STAR LOGISTICS, INC.",YLLI KARAQICA,,(708) 638-5115,UNITED STATES,,023078,,023078,CHICAGO HEIGHTS,IL,60411,499 E 16TH STREET,NVOCC + FF,PRESIDENT,2028-08-31,(708) 234-7199
UNITED CUSTOMS SERVICES INC.,PAILING HUANG,,(516) 233-2806,UNITED STATES,,023079,,023079,LONG ISLAND CITY,NY,11109,474 48TH AVE UNIT 39A,NVOCC,PRESIDENT,2028-09-30,
"AGMARK LOGISTICS, LLC",KAREN WHITEAKER,,(615) 313-6585,UNITED STATES,,023080,,023080,NASHVILLE,TN,37201,222 2ND AVENUE NORTH SUITE 311,NVOCC + FF,PRESIDENT,2028-10-31,(615) 313-6592
C & L GLOBAL INC,YOON CHO,,(201) 941-0777,UNITED STATES,,023082,,023082,CARLSTADT,NJ,07072,145 COMMERCE ROAD,NVOCC + FF,VICE PRESIDENT/SECRETARY,2028-02-28,(201) 941-0755
CARGO EXPRESS SHIPPING INC.,LIZHEN (JAN) LIN,,(909) 598-8812,UNITED STATES,,023083,,023083,WALNUT,CA,91789,20270 CARREY ROAD,NVOCC,PRESIDENT/SECRETARY/TREASURER,2028-03-31,(909) 598-2881
FREIGHT CONNECTIONS SERVICES INC.,MELODY HOONG,,(626) 340-7001,UNITED STATES,,023085,,023085,ROSEMEAD,CA,91770,8653 EAST GARVEY AVENUE SUITE 104,NVOCC,PRESIDENT/CEO/TREASURER/CFO/SECRETARY/DIRECTOR,2028-05-31,(626) 280-0128
NOVOMARINE CONTAINER LINE LLC,ALEKSEY DEMSHIN,,(407) 928-7950,UNITED STATES,,023090,,023090,ORLANDO,FL,32824,1647 CAPESTERRE DRIVE,NVOCC + FF,MANAGER/MEMBER,2028-10-31,(407) 855-1696
"BARON WORLDWIDE, L.L.C.",DONALD HINDMAN,,(303) 785-4307,UNITED STATES,,023094,,023094,CENTENNIAL,CO,80112,7009 S. JORDAN ROAD,NVOCC + FF,PRESIDENT,2028-04-30,(303) 949-1436
"PIONEER SHIPPING LOGISTICS, CORP.",XIAO ZHI LOU,,(516) 333-3388,UNITED STATES,,023096,,023096,ALBERTSON,NY,11507,860 WILLIS AVE. #236,NVOCC,PRESIDENT/VICE PRESIDENT/SECRETARY/TREASURER,2028-06-30,
VICTORY MARITIME SERVICES USA,XU CHEN,,(657) 282-0067,UNITED STATES,,023098,,023098,ORANGE,CA,92868,"333 CITY BLVD W, SUITE 1210",NVOCC + FF,CEO/SECRETARY/CFO,2028-08-31,(657) 282-0033
"KGL AMERICA, INC.",YOUNG KAY,,(310) 645-0992,UNITED STATES,,023099,,023099,CARSON,CA,90745,1111 E. WATSON CENTER ROAD #C,NVOCC,CHAIRMAN,2028-09-30,
"EVERGLORY LOGISTICS, INC.",RAY MUI,,(617) 567-5500,UNITED STATES,,023102,,023102,EAST BOSTON,MA,02128,"175 WILLIAM F MCCLELLAN HIGHWAY 2ND FLOOR, SUITE 4",NVOCC + FF,TREASURER/SECRETARY,2028-02-28,(617) 567-5501
"KINETIX INTERNATIONAL LOGISTICS, LLC",SHAYNE BERLO,,(703) 564-9500,UNITED STATES,,023103,,023103,ALEXANDRIA,VA,22312,5301 SHAWNEE ROAD SUITE #402,NVOCC + FF,EXECUTIVE VICE PRESIDENT,2028-03-31,(703) 564-9501
NORTH ATLANTIC INTERNATIONAL OCEAN CARRIER INC.,ALEXIS GARCIA,,(786) 275-5315,UNITED STATES,,023104,,023104,JACKSONVILLE,FL,32254,2780 LLOYD RD,NVOCC + FF,CEO,2028-04-30,(954) 252-4141
"YUEXIN GLOBAL LOGISTICS CO., LTD.",,,,CHINA,,023106,,,TIANJIN 300051,,,"5001, 50TH FLR, TIANJIN METROPOLITAN TOWER, NO. 183 NANJING RD, HEPING DISTRICT",NVOCC,,2028-11-05,
PAYLESS OVERSEAS SHIPPING LLC,KHALDOON BARAKAT,,(832) 672-8771,UNITED STATES,,023107,,023107,HOUSTON,TX,77013,9817 WALLISVILLE ROAD,NVOCC + FF,CEO,2028-07-31,
CONSOLIDATION SHIPPING & LOGISTICS (PVT) LTD.,,,,PAKISTAN,,023108,,,KARACHI  74000,,,"SUITE 908, BUSINESS PLAZA, MUMTAZ HASSAN ROAD OFF I.I. CHUNDRIGAR ROAD",NVOCC,,2029-02-13,
"SE JIN LOGISTICS CO., LTD.",,,,"KOREA, SOUTH",,023109,,,SEOUL 07623,,,"F4, SEONGYEON BLDG., 44, GONGHANG-DAERO, GANGSEO-GU,",NVOCC,,2028-10-11,
DART GLOBAL LOGISTICS INC.,GERARD WIJESUNDERA,,(516) 613-2400,UNITED STATES,,023115,,017898,VALLEY STREAM,NY,11581,65 ROOSEVELT AVE SUITE 105,NVOCC,VICE PRESIDENT,2028-08-31,(516) 613-2404
"CMT GLOBAL CO., LTD.",,,,"KOREA, SOUTH",,023116,,,SEOUL,,,"4/F., KWANGLIM BLDG., 435 CHEONGGYECHEON-RO DONGDAEMUN-GU",NVOCC,,2028-09-09,
WHALE LOGISTICS (SHANGHAI) COMPANY LIMITED,,,,CHINA,,023118,,,SHANGHAI   200083,,,"7/F, NO. 82 NORTH ZHONGSHAN NO. 1 ROAD",NVOCC,,2031-08-30,
TRANSPORT MARITIME ET TRANSIT SA,,,,FRANCE,,023119,FFB LINE,,MARNE LA VALLEE 77 437,,,"52 RUE EMERAINVILLE CROISSY BEAUBOURG, CEDEX 02",NVOCC,,2028-08-30,
"SHANGHAI ANTONG INT'L FREIGHT AGENCY CO., LTD.",,,,CHINA,,023122,,,SHANGHAI    200001,,,"ROOM 5B1, WEST BLDG., HI-TECH KING WORLD NO. 668 BEIJING ROAD EAST",NVOCC,,2028-10-03,
"SPEEDMARK INTERNATIONAL, LTD.",,,,CHINA,,023123,,,SHANGHAI  200041,,,"8/F, CHINA MERCHANTS PLAZA NO. 333-SOUTH, CHENGDU ROAD (N)",NVOCC,,2028-08-26,
ENCAR TRADING CORP.,CARLOS CARDONA,,(305) 471-9844,UNITED STATES,,023128,,023128,MIAMI,FL,33166,8556 NW 64TH STREET,NVOCC,VP,2026-08-31,(305) 471-9844
"F.L. INVESTMENT GROUP, INC.",TANYA QUIROZ,,(407) 502-9050,UNITED STATES,,023129,QUIVAS CARGO EXPRESS,023129,ORLANDO,FL,32837,"2507 INVESTORS ROW SUITE 100, UNIT A11",NVOCC,PRESIDENT,2026-09-30,
"OCEAN LINK FORWARDING, INC.",WEI JIANG,,(831) 216-6550,UNITED STATES,,023133,,023133,SAN JOSE,CA,95113,99 SOUTH ALMADEN BLVD SUITE 600,NVOCC,PRESIDENT/SECRETARY/CEO/CFO,2029-03-31,
OCHI LOGISTICS INC.,SHIRO OCHI,,(917) 402-5926,UNITED STATES,,023134,,023134,MELVILLE,NY,11747,445 BROAD HOLLOW ROAD SUITE 25,NVOCC,CEO/PRESIDENT/SECRETARY/TREASURER,2029-04-30,(917) 210-3295
TITO GLOBAL TRADE SERVICES USA LLC,AMERICO GUEDES,,(305) 677-8140,UNITED STATES,,023138,,023138,MIAMI,FL,33126,6701 NW 7TH STREET SUITE 156,NVOCC + FF,MANAGER,2026-08-31,(305) 677-8140
"NINGBO UNION OCEAN SHIPPING CO., LTD.",,,,CHINA,,023140,,,NINGBO  315040,,,"16/F, FORTUNE BUILDING NO. 828 FUMING ROAD, JIANGDONG",NVOCC,,2028-08-26,
EDWARD TRANSIT EXPRESS GROUP INC,MEI ZHOU,,(310) 603-9099,UNITED STATES,,023146,,015545,GARDENA,CA,90248,15000 STAFF COURT,NVOCC,VICE PRESIDENT,2027-05-31,(310) 965-0205
YCT LOGISTICS INC.,TERRY TSANG,,(909) 655-6010,UNITED STATES,,023152,,023152,POMONA,CA,91768,3427 POMONA BLVD SUITE B,NVOCC,CEO/SECRETARY/PRESIDENT/DIRECTOR,2027-02-28,
QUARTZ LOGISTICS INC.,ROBERT WU,,(626) 626-2001,UNITED STATES,,023153,,023153,CITY OF INDUSTRY,CA,91748,780 S. NOGALES STREET SUITE D,NVOCC + FF,DIRECTOR,2027-03-31,(626) 626-1393
"TRADE SERVICES USA, INC.",ALAADDIN AKYOL,,(562) 264-1533,UNITED STATES,,023154,,023154,CORONA,CA,92881,1750 CALIFORNIA AVE. SUITE 202,NVOCC,CEO/CFO/SECRETARY,2027-04-30,(562) 977-5788
KING FREIGHT NEW YORK INC,JERRY WANG,,(201) 355-2979,UNITED STATES,,023156,,023156,FAIRFIELD,NJ,07004,"23 COMMERCE ROAD, SUITE K",NVOCC,VICE PRESIDENT/DIRECTOR,2027-06-30,
"CHUN JEE SHIPPING CO., LTD.",,,,"KOREA, SOUTH",,023157,,,SEOUL 03127,,,"BORYUNG BLDG CHANGGYEONGGUNG-RO 136, JONGNO-GU",NVOCC,,2028-10-11,
"ANTILLEAN LOGISTICS CENTER, INC.",SARA BABUN,,(305) 633-6361,UNITED STATES,,023160,,023160,MIAMI,FL,33142,3038 NW NORTH RIVER DRIVE,NVOCC + FF,PRESIDENT/DIRECTOR/SECRETARY,2027-10-31,(305) 633-6322
"TIANJIN YUJIACHANG INTERNATIONAL FORWARDING CO., LTD.",,,,CHINA,,023161,,,SHANGHAI   200080,,,"ROOM 601, YAOJIANG INTERNATIONAL PLAZA NO. 258 WUSONG ROAD",NVOCC,,2028-10-11,
S&R (MARINE SERVICES) B.V.,DENNIS WEL,,(973) 968-3726,NETHERLANDS,,023163,SR,023163,ROTTERDAM  3161 GM,,,"RIVIERWEG, 1, RHOON HOOGVLIET, ZUID HOLLAND",NVOCC,VICE PRESIDENT,2027-03-31,
"FORBIS LOGISTICS, CORP.",JORGE DEVOTO,,(305) 592-3216,UNITED STATES,,023164,,023164,MIAMI,FL,33182,12200 NW 25TH STREET SUITE 105,NVOCC + FF,CEO/SECRETARY,2027-04-30,(800) 898-0436
CTS INTERNATIONAL LOGISTICS CORPORATION LIMITED,,,,CHINA,,023166,,,SHANGHAI   200003,,,"20/F., TIAN AN CENTRE NO. 338 NANJING ROAD (WEST)",NVOCC,,2028-10-21,
"HUAYANG INT'L TRANSPORTATION SERVICES (DALIAN) CO., LTD.",,,,CHINA,,023167,,,DALIAN 116000,,,"RM1,2,4,5,10,FL 29,UNIT 1,NO.56 CHANGJIANG RD EAST ZHONGSHAN DISTRICT, LIAONING",NVOCC,,2028-10-11,
"MIAMI FREIGHT & LOGISTICS SERVICES, INC.",SYED HUSSAINI,,(732) 777-1008,UNITED STATES,,023172,MIAMI GLOBAL LINES,023172,PISCATAWAY,NJ,08854,140 ETHEL ROAD WEST UNIT 'S',NVOCC + FF,DIRECTOR/SECRETARY/VICE PRESIDENT,2028-02-28,(732) 334-0489
SANRITSU LOGISTICS AMERICA INC.,AKIKO SATO,,(310) 522-4211,UNITED STATES,,023173,,023173,IRVINE,CA,92606,16701 ASTON STREET,NVOCC + FF,VICE PRESIDENT,2028-03-31,(310) 522-4165
B.Y. INTERNATIONAL INC.,QUAN LI SMITH,,(562) 926-0888,UNITED STATES,,023176,,023176,CITY OF INDUSTRY,CA,91748,710 EPPERSON DR,NVOCC + FF,PRESIDENT/TREASURER/SECRETARY,2028-06-30,(562) 926-3666
EAGLE TRANS SHIPPING & LOGISTICS LLC,SALITH DE SILVA,,(201) 216-0171,UNITED STATES,,023177,,023177,HOBOKEN,NJ,07030,"HOBOKEN BUSINESS CENTER 50 HARRISON STREET, SUITE 301",NVOCC + FF,CHIEF EXECUTIVE MANAGER,2028-07-31,(201) 216-5725
IMEXZON LOGISTICS INC.,SEUNG (KEVIN) YANG,,(832) 203-4391,UNITED STATES,,023178,UNIX GLOBAL,023178,KATY,TX,77449,"1773 WESTBOROUGH DRIVE, STE 225",NVOCC + FF,SECRETARY,2028-08-31,(832) 379-5191
GOLDSTAR GLOBAL LOGISTIC LLC,KUNJ KALRA,,(516) 286-1218,UNITED STATES,,023183,,023183,VALLEY STREAM,NY,11580,99 WEST HAWTHORNE AVENUE SUITE 302,NVOCC + FF,MEMBER,2028-03-31,(516) 561-2223
VANTAGE LOGISTICS CORPORATION,,,,VIETNAM,,023190,,,HO CHI MINH CITY,,,"SUITE 06.01, 6TH FLOOR, RIVERGATE RESIDENCE NO. 151–155 BEN VAN DON STREET, KHANH HOI WARD",NVOCC,,2028-08-26,
"LEGEND INTERNATIONAL TRANSPORT, LLC.",JACQUELINE BENABE,,(855) 353-4363,UNITED STATES,,023194,,023194,OAK PARK,CA,91377,25 PEREGRINE CIR,NVOCC,CFO,2028-04-30,(888) 663-0243
"GLOBAL WAY INTERNATIONAL, INC.",JAMES WANG,,(562) 860-6656,UNITED STATES,,023195,,023195,ARTESIA,CA,90701,11756 ARTESIA BLVD. SUITE D,NVOCC,CFO/CEO/SECRETARY,2028-05-31,(562) 860-3303
"BAHAGHARI HOLDINGS, INC.",LEANDRO DINGLASAN,,(888) 655-2946,UNITED STATES,,023196,BAHAGHARI EXPRESS CARGO,023196,COVINA,CA,91723,426 N. BARRANCA AVENUE SUITE 1,NVOCC,PRESIDENT/SECRETARY/CFO,2028-06-30,
"MALVAR FREIGHT FORWARDING, LLC",ALBERTO RODRIGUEZ,,(305) 638-1770,UNITED STATES,,023199,,023199,MIAMI,FL,33142,4141 NW 36TH AVENUE,NVOCC + FF,MANAGER,2028-09-30,(305) 638-4770
PACIFIC LINK INTERNATIONAL FREIGHT FORWARDING COMPANY LIMITED,,,,CHINA,,023207,,,KOWLOON,,,"ROOM 1821A, 18/F, STAR HOUSE, 3 SALISBURY ROAD TSIMSHATSUI",NVOCC,,2028-09-09,
HANSEATIC MOVING SERVICES LLC.,SVEN SCHUEMANN,,(201) 420-6345,UNITED STATES,,023221,,023221,HOBOKEN,NJ,07030,221 RIVER STREET 9TH FLOOR,NVOCC,MANAGING MEMBER,2029-01-31,(201) 420-6348
"JDB LOGISTICS, INC.",KAREN AMBROSIA,,(941) 342-4545,UNITED STATES,,023222,,023222,SARASOTA,FL,34240,780-A APEX ROAD,NVOCC + FF,PRESIDENT,2029-02-28,(941) 342-4546
"OMEGA RELOCATIONS, INC",ALEJANDRO JEREZ,,(305) 888-0337,UNITED STATES,,023225,,023225,DORAL,FL,33178,6332 NW 97TH AVE,NVOCC,PRESIDENT,2029-05-31,(305) 887-5121
TULAIR INTERNATIONAL CORP.,GULAY OGUZCAN,,(718) 656-4325,UNITED STATES,,023233,,023233,JAMAICA,NY,11413,147-20 181ST STREET,NVOCC + FF,PRESIDENT/CEO/SECRETARY,2029-03-31,(718) 656-4327
AB GROUP SHIPPING CORP,MARCELA PRADO,,(305) 635-2525,UNITED STATES,,023236,,023236,MIAMI,FL,33166,6122 NW 74TH AVENUE,NVOCC + FF,PRESIDENT,2029-06-30,(305) 635-2525
"OVERSEAS MOVING SPECIALISTS, INC.",BOAZ AVIANI,,(516) 355-5300,UNITED STATES,,023238,INTERNATIONAL SEA & AIR SHIPPING,023238,ELMONT,NY,11003,115 MEACHAM AVENUE,NVOCC,PRESIDENT,2026-08-31,(516) 355-5314
"GERMOVI, CORPORATION",GERMAN MONTANO,,(786) 250-7701,UNITED STATES,,023241,,023241,ALVA,FL,33920,16157 ROSEMALLOW LN.,NVOCC + FF,PRESIDENT/TREASURER,2027-01-31,(786) 592-2903
"GC LOGISTICS, INC.",GEOFFREY CARLIN,,(844) 425-6447,UNITED STATES,,023247,CARGO UNLIMITED WORLDWIDE,023247,PALM DESERT,CA,92211,77530 ENFIELD LANE SUITE H-2,NVOCC + FF,PRESIDENT/TREASURER/SECRETARY,2027-07-31,(844) 425-6447
EPL INTERNATIONAL PTY LTD,,,,AUSTRALIA,,023250,,,"MATRAVILLE, NSW  2036",,,PORT CENTRAL UNIT 1 133-137 BEAUCHAMP ROAD,NVOCC,,2028-08-26,
JAMES FORWARDING CORP.,,,,"KOREA, SOUTH",,023252,,,SEOUL,,,"JAMES BLDG., 76 STREET 7, NONHYUN-RO KANGNAM-GU",NVOCC,,2028-09-23,
"INFINITY LOGISTICS INTERNATIONAL CO., LTD.",,,,TAIWAN,,023253,,,TAIPEI,,,"8/F-1, NO. 181,  FU HSING NORTH ROAD",NVOCC,,2029-01-15,
"DMU LOGISTICS CO., LTD.",,,,CHINA,,023255,,,SHANGHAI 200090,,,"102, BUILDING 46, NO.2241, PINGLIANG ROAD YANGPU DISTRICT",NVOCC,,2028-10-13,
PRINCIPAL CONTAINER LINE PVT. LTD.,,,,INDIA,,023260,,,MUMBAI 400059,,,"A-103, MANGALYA, MAROL MAROSHI ROAD, ANDHERI (E)",NVOCC,,2028-09-09,
"SOLA TRANSPORT AGENCY, INC.",MARK SOLA,,(305) 592-1616,UNITED STATES,,023266,,023266,MIAMI,FL,33178,10201 NW 112TH AVENUE SUITE #1,NVOCC,VICE PRESIDENT/SECRETARY,2027-06-30,(305) 592-1516
"UNIFREIGHT LOGISTICS, INC.",JOHN CHANG,,(626) 810-3001,UNITED STATES,,023267,,023267,ARCADIA,CA,91006,440 EAST HUNTINGTON DR. #300,NVOCC + FF,PRESIDENT/CFO/SECRETARY,2027-07-31,(626) 810-3058
"AIR TIGER EXPRESS (ASIA), INC.",,,,HONG KONG,,023271,,,KOWLOON,,,"UNIT 905-908, 9/F., TEXWOOD PLAZA 6 HOW MING STREET, KWUN TONG",NVOCC,,2028-09-23,
YUSEN LOGISTICS (AMERICAS) INC.,TRACY D'SILVA,,(201) 210-3365,UNITED STATES,,023273,YUSEN LOGISTICS;  YUSEN AIR AND SEA,002432,SECAUCUS,NJ,07094,300 LIGHTING WAY 5TH FLOOR,NVOCC + FF,"VP, OCEAN FREIGHT FORWARDING",2029-02-28,(901) 215-3169
ARKMAN LOGISTICS INC.,KEVIN CHO,,(847) 364-3500,UNITED STATES,,023278,,023278,ELK GROVE VILLAGE,IL,60007,2200 ESTES AVENUE,NVOCC,PRESIDENT/SECRETARY/TREASURER,2028-08-31,
SEASHELL LOGISTICS PRIVATE LIMITED,,,,INDIA,,023283,SEASHELL LOGISTICS PRIVATE LIMITED,,NAVI MUMBAI  400 614,,,"MONARCH PLAZA, 211/212, PLOT NO. 56 SECTOR-11, CBD BELAPUR, MAHARASHTRA",NVOCC,,2028-09-16,
"ANNEX BRANDS, INC.",JOANNE KIRKPATRICK,,(619) 961-4927,UNITED STATES,,023289,,023289,SAN DIEGO,CA,92108,7580 METROPOLITAN DRIVE,NVOCC + FF,INTERNATIONAL OCEAN OFFICER,2028-09-30,(303) 741-6653
ARK SHIPPING LINE LIMITED LIABILITY COMPANY,FAWWAD MOHAMMAD,,(908) 922-1348,UNITED STATES,,023290,,023290,SOMERSET,NJ,08873,253 BENNETTS LANE,NVOCC + FF,CHIEF EXECUTIVE MANAGER,2028-10-31,(877) 862-2465
CARGO CELESTE LOGISTICS LLC,JENNIFER GALAN,,(404) 333-4531,UNITED STATES,,023292,,023292,DALLAS,GA,30132,205 BRANCH VALLEY WAY,NVOCC + FF,CHIEF EXECUTIVE MANAGER,2028-02-28,(770) 234-3808
CORE FREIGHT INC.,BO YU ZHENG,,(718) 388-8798,UNITED STATES,,023293,,023293,GREAT NECK,NY,11021,425 NORTHERN BLVD. SUITE 31,NVOCC,PRESIDENT/VICE PRESIDENT/SECRETARY/DIRECTOR,2028-03-31,(718) 6914949
"FSI CARGO, CORP.",MILAGROS GARCIA,,(305) 477-4752,UNITED STATES,,023295,,023295,DORAL,FL,33122,3559 NW 82ND AVENUE,NVOCC + FF,PRESIDENT/SECRETARY,2028-05-31,(772) 245-4397
GEORGE DOBOVANSZKY,GEORGE DOBOVANSZKY,,(562) 951-0292,UNITED STATES,,023296,STRATUS LOGISTICS,023296,LONG BEACH,CA,90802,555 EAST OCEAN BLVD. SUITE 601,NVOCC + FF,OWNER,2028-06-30,562-951-0293
"OCEANA GLOBAL LOGISTICS, LLC",WEWAGE SACHINTHA DEP,,404 410 7994,UNITED STATES,,023298,,023298,FORT MEYERS,FL,33907,5237 SUMMERLIN COMMONS BLVD SUITE 346,NVOCC + FF,CHIEF EXECUTIVE MANAGER,2028-08-31,
"WELCO INTERNATIONAL SERVICES, INC.",CHRISTOPHER WELCH,,(812) 944-7602,UNITED STATES,,023299,,023299,GOSHEN,KY,40026,10006 SECRETARIAT DRIVE,NVOCC + FF,PRESIDENT/SECRETARY,2028-09-30,(812) 944-1824
NORTHSTAR FREIGHT INTERNATIONAL INC.,JIAQIANG (ROGER) DONG,,(626) 672-0700,UNITED STATES,,023300,,023300,EL MONTE,CA,91731,11100 VALLEY BLVD. SUITE 310,NVOCC,SOLE DIRECTOR/PRESIDENT/CEO/TREASURER/CFO,2028-10-31,(626) 672-0028
